x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3860616683959961,0.8405958414077759,-1.8888714237164095e-07,0.4044589698314667,0.7073615789413452,-0.011170067824423313,0.46286433935165405,0.5664726495742798,-0.03193048760294914,0.5000074505805969,0.4507310390472412,-0.051514215767383575,0.5071567893028259,0.3482922613620758,-0.06756412982940674,0.48866817355155945,0.5553293228149414,-0.06487739831209183,0.6059985756874084,0.5591992139816284,-0.10115233808755875,0.5956524014472961,0.6049594879150391,-0.11198283731937408,0.5545389652252197,0.6167693138122559,-0.11333213746547699,0.48834410309791565,0.6426184177398682,-0.07808681577444077,0.6151964068412781,0.633234977722168,-0.1052408516407013,0.5950583815574646,0.6785944104194641,-0.09943251311779022,0.5514386296272278,0.6900929808616638,-0.0931229293346405,0.4897264540195465,0.7483577132225037,-0.0905856117606163,0.5999822616577148,0.7502275109291077,-0.10944625735282898,0.5724561214447021,0.7820536494255066,-0.08773741126060486,0.5300551056861877,0.7841005325317383,-0.0720081776380539,0.4890495240688324,0.8556019067764282,-0.10355089604854584,0.5780776739120483,0.8422366380691528,-0.11172204464673996,0.5552563667297363,0.8606712818145752,-0.09172561019659042,0.5164598226547241,0.8645829558372498,-0.07652299106121063,thumbs_up
0.5690832138061523,0.6616777181625366,-3.35487158054093e-07,0.597072958946228,0.5481032133102417,0.0016205203719437122,0.6335745453834534,0.4614129066467285,-0.009164758026599884,0.6571981906890869,0.37848180532455444,-0.019833767786622047,0.6591588258743286,0.30463653802871704,-0.028009824454784393,0.7036985158920288,0.5159294009208679,-0.01683611050248146,0.7481684684753418,0.535862147808075,-0.014050725847482681,0.7268092036247253,0.5509964823722839,-0.007931738160550594,0.7066574692726135,0.5466195940971375,-0.004371085669845343,0.7109917402267456,0.5931534171104431,-0.02056010439991951,0.7513721585273743,0.5923500061035156,-0.01043094415217638,0.7308956384658813,0.5981166362762451,-0.000932064838707447,0.7087365388870239,0.5981608629226685,0.001361554255709052,0.7084975838661194,0.6638023257255554,-0.02162886969745159,0.7386459112167358,0.6504335999488831,-0.0078107924200594425,0.7230881452560425,0.6533872485160828,0.0048333085142076015,0.702154815196991,0.6532120704650879,0.0073671163991093636,0.7030060887336731,0.7231762409210205,-0.022299613803625107,0.7266431450843811,0.6973797082901001,-0.008032151497900486,0.710746169090271,0.6958733797073364,0.00710518890991807,0.6945176124572754,0.6975024938583374,0.01502965483814478,thumbs_up
0.4623643457889557,0.6782690286636353,-1.1985675030246057e-07,0.45380380749702454,0.5689586400985718,-0.013455048203468323,0.42811569571495056,0.4721750020980835,-0.023630686104297638,0.3971766233444214,0.4138786196708679,-0.03305000439286232,0.3772549033164978,0.35698434710502625,-0.0422198511660099,0.4238409399986267,0.47438597679138184,-0.027677174657583237,0.4353623390197754,0.4889269471168518,-0.047556277364492416,0.44380393624305725,0.5078903436660767,-0.06182694435119629,0.4479310214519501,0.5075070261955261,-0.07225359231233597,0.41975247859954834,0.5386409163475037,-0.03188379481434822,0.43367886543273926,0.5618686079978943,-0.045622896403074265,0.4435739815235138,0.5672466158866882,-0.052456069737672806,0.4464075267314911,0.5589825510978699,-0.06128674000501633,0.41768184304237366,0.6091583967208862,-0.03704605996608734,0.429960697889328,0.6190590858459473,-0.05194338411092758,0.44058164954185486,0.6162286400794983,-0.05311759561300278,0.44597718119621277,0.6050451397895813,-0.05540991574525833,0.4176243245601654,0.6734309196472168,-0.04306971654295921,0.4281693696975708,0.6810169816017151,-0.05391301214694977,0.4404859244823456,0.6685299873352051,-0.05373331159353256,0.44894546270370483,0.6536129117012024,-0.05420386791229248,thumbs_up
0.47713178396224976,0.6351319551467896,-6.072025371395284e-07,0.4809170365333557,0.5314329862594604,-0.02642962336540222,0.5137141346931458,0.42496925592422485,-0.03472509980201721,0.5384503602981567,0.350993275642395,-0.04183879494667053,0.5550599694252014,0.29231882095336914,-0.04332241788506508,0.5914369225502014,0.4694691300392151,-0.007291036192327738,0.5836777091026306,0.43723756074905396,-0.03475521504878998,0.5436344742774963,0.4748855233192444,-0.047666002064943314,0.5437518358230591,0.4924553334712982,-0.05471130460500717,0.6035338044166565,0.5329591631889343,-0.007312681991606951,0.5906031727790833,0.5067321062088013,-0.03881608322262764,0.5412467122077942,0.5322698354721069,-0.0432363823056221,0.549961268901825,0.5440438389778137,-0.04064949229359627,0.6025716662406921,0.6012528538703918,-0.013763193041086197,0.5932856202125549,0.5827165842056274,-0.046669237315654755,0.5476444363594055,0.5902247428894043,-0.03677491471171379,0.5557061433792114,0.5973191261291504,-0.023009847849607468,0.5977799296379089,0.6672778129577637,-0.02296563982963562,0.5966889262199402,0.6511394381523132,-0.040973711758852005,0.5635917782783508,0.64409339427948,-0.03312285244464874,0.5655935406684875,0.6481817364692688,-0.023402376100420952,thumbs_up
0.5130414962768555,0.7132891416549683,-2.588572556305735e-07,0.49233171343803406,0.5941803455352783,-0.0015968901570886374,0.45367276668548584,0.4644206166267395,-0.02442658506333828,0.44036632776260376,0.3582693040370941,-0.045551031827926636,0.45092976093292236,0.26859399676322937,-0.06866458803415298,0.44447004795074463,0.48248958587646484,-0.08852025121450424,0.3394376039505005,0.48326224088668823,-0.10899946838617325,0.3584304451942444,0.5191560983657837,-0.10695455968379974,0.38970401883125305,0.523751974105835,-0.10442335903644562,0.44449740648269653,0.5718278288841248,-0.1003376692533493,0.3384702205657959,0.5681507587432861,-0.1166919618844986,0.36161378026008606,0.5942457914352417,-0.10153941810131073,0.39568305015563965,0.5966880917549133,-0.09495505690574646,0.44029879570007324,0.6623361110687256,-0.10747703164815903,0.3455258309841156,0.6497255563735962,-0.11728420108556747,0.36983153223991394,0.6663792729377747,-0.09248801320791245,0.40467333793640137,0.6694557070732117,-0.07981263846158981,0.43390458822250366,0.7477330565452576,-0.11355705559253693,0.35747623443603516,0.7261053323745728,-0.12089276313781738,0.378445565700531,0.7315913438796997,-0.10407216846942902,0.4090701639652252,0.7373251914978027,-0.09359122812747955,thumbs_up
0.4334060549736023,0.8600618243217468,-3.1424730195794837e-07,0.4482315182685852,0.7168552875518799,-0.0036665271036326885,0.4964876174926758,0.5632210969924927,-0.020222598686814308,0.5316779613494873,0.4415157437324524,-0.03617776185274124,0.5384535193443298,0.3423001170158386,-0.04847816377878189,0.5397391319274902,0.5679349303245544,-0.05292646586894989,0.6480016708374023,0.5584666132926941,-0.07793570309877396,0.6347952485084534,0.6124367713928223,-0.08132229745388031,0.5992388725280762,0.6342421770095825,-0.0788986086845398,0.5514718890190125,0.657646656036377,-0.06551721692085266,0.6646170616149902,0.6352797746658325,-0.0840563103556633,0.6413211226463318,0.6801580190658569,-0.07417642325162888,0.6011481285095215,0.6987226009368896,-0.06511818617582321,0.5596883893013,0.7621626257896423,-0.0760614424943924,0.6533167362213135,0.7452582716941833,-0.08660237491130829,0.6257807612419128,0.777533233165741,-0.06169873848557472,0.5896580219268799,0.7879195213317871,-0.044661588966846466,0.5638565421104431,0.8693906664848328,-0.08615659922361374,0.6391673684120178,0.8376380801200867,-0.08608237653970718,0.6135544776916504,0.85566645860672,-0.06096840277314186,0.5815595388412476,0.8640576004981995,-0.04270582273602486,thumbs_up
0.4471508860588074,0.5796443819999695,-5.904657314204087e-07,0.43309494853019714,0.47459301352500916,-0.018075497820973396,0.45176512002944946,0.38075941801071167,-0.02365294098854065,0.46890732645988464,0.3176276683807373,-0.027616532519459724,0.47642508149147034,0.25765615701675415,-0.028681695461273193,0.5284991264343262,0.40043002367019653,-0.015231234952807426,0.4837304651737213,0.3646697700023651,-0.03329062834382057,0.45478612184524536,0.4037511944770813,-0.0422542504966259,0.4517350196838379,0.43163999915122986,-0.04688530042767525,0.5388360619544983,0.448371022939682,-0.015781767666339874,0.48008909821510315,0.4213148057460785,-0.031272098422050476,0.45379284024238586,0.45388197898864746,-0.03317662328481674,0.45403411984443665,0.4751459062099457,-0.03337462991476059,0.5357446670532227,0.5025755167007446,-0.019595451653003693,0.47401857376098633,0.48054036498069763,-0.03672388195991516,0.4535333514213562,0.5036817193031311,-0.03197546303272247,0.45833176374435425,0.5197105407714844,-0.02653171867132187,0.5243459939956665,0.554821789264679,-0.025313591584563255,0.4758749306201935,0.5400335192680359,-0.03705574944615364,0.4610777795314789,0.5493248701095581,-0.0343221090734005,0.4664525091648102,0.5585266351699829,-0.029834965243935585,thumbs_up
0.48100632429122925,0.5675781965255737,-2.757995218871656e-07,0.47066646814346313,0.4827985465526581,-0.003053991124033928,0.4583759605884552,0.38108760118484497,-0.013610521331429482,0.4535769820213318,0.3072968125343323,-0.02421403117477894,0.4582751393318176,0.24386157095432281,-0.03577650710940361,0.4784272313117981,0.3663732707500458,-0.041177716106176376,0.43514585494995117,0.34667450189590454,-0.06381981819868088,0.4523007571697235,0.3735315203666687,-0.07226087152957916,0.4749249517917633,0.3851501941680908,-0.07580766826868057,0.4844471514225006,0.41483595967292786,-0.05038498342037201,0.43521761894226074,0.40413424372673035,-0.0706774890422821,0.4571808874607086,0.42066246271133423,-0.06906729191541672,0.48137277364730835,0.4255121946334839,-0.06796034425497055,0.48654893040657043,0.4725729525089264,-0.05909740552306175,0.4365955591201782,0.4673106074333191,-0.07695911079645157,0.4593183398246765,0.4787188768386841,-0.06688464432954788,0.4838283658027649,0.48077547550201416,-0.0591873936355114,0.4849048852920532,0.534276008605957,-0.06750823557376862,0.44519200921058655,0.5309054255485535,-0.0811590924859047,0.45931047201156616,0.5315887928009033,-0.07606059312820435,0.4794313311576843,0.5269750952720642,-0.07130678743124008,thumbs_up
0.3581942617893219,0.7887424826622009,-2.7998174800814013e-07,0.37796732783317566,0.6586477160453796,-0.008049417287111282,0.43382731080055237,0.5112108588218689,-0.03214715048670769,0.4639621675014496,0.3888736963272095,-0.05613292381167412,0.4603118598461151,0.2817116975784302,-0.07647551596164703,0.43862101435661316,0.49313896894454956,-0.07896891236305237,0.5649207830429077,0.46916165947914124,-0.12500865757465363,0.5470916628837585,0.5210676789283752,-0.13843759894371033,0.5037880539894104,0.5375745296478271,-0.14109355211257935,0.4335615932941437,0.5749841928482056,-0.0968523845076561,0.574213981628418,0.5425314903259277,-0.1356290876865387,0.5476391911506653,0.5935190916061401,-0.12843450903892517,0.5051864385604858,0.6064441204071045,-0.12065919488668442,0.43553054332733154,0.674390971660614,-0.11389683932065964,0.5592266321182251,0.6559877395629883,-0.14164792001247406,0.5289468169212341,0.6929199695587158,-0.11590178310871124,0.4890020489692688,0.6987259387969971,-0.09683681279420853,0.43809300661087036,0.7785190343856812,-0.13118676841259003,0.5365320444107056,0.748587429523468,-0.14110015332698822,0.5136655569076538,0.7690090537071228,-0.11876779049634933,0.4762527346611023,0.7795579433441162,-0.10313798487186432,thumbs_up
0.49056002497673035,0.667957067489624,-8.030430080907536e-07,0.4807199537754059,0.5578194260597229,-0.03969123959541321,0.5079647898674011,0.43367230892181396,-0.05588274076581001,0.5311442613601685,0.3496174216270447,-0.06673214584589005,0.5456492304801941,0.2711623013019562,-0.07235695421695709,0.6022049784660339,0.4788286089897156,-0.03926796838641167,0.5513654351234436,0.4673902094364166,-0.07302409410476685,0.5136982202529907,0.5052012205123901,-0.08808493614196777,0.5127792954444885,0.5184007883071899,-0.09669213742017746,0.6204814910888672,0.5531252026557922,-0.03637794405221939,0.552452564239502,0.5496886372566223,-0.06978530436754227,0.5108628273010254,0.5692747831344604,-0.07596422731876373,0.5178139805793762,0.5671375393867493,-0.07759121805429459,0.6194000840187073,0.6349802613258362,-0.03948665410280228,0.5503446459770203,0.6359893679618835,-0.07624967396259308,0.513266384601593,0.6423839330673218,-0.07161571830511093,0.5227754712104797,0.6369422078132629,-0.06383457779884338,0.6089848279953003,0.7085655331611633,-0.0463561937212944,0.553800106048584,0.7132948637008667,-0.07343806326389313,0.5232284069061279,0.7058632373809814,-0.0737726166844368,0.5282580852508545,0.6955095529556274,-0.0701795443892479,thumbs_up
